what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.linuxtools.valgrind.cachegrind,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.cachegrind",1452817926184
stopped,bundle,org.eclipse.linuxtools.valgrind.memcheck,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.memcheck",1452817926184
stopped,bundle,org.eclipse.linuxtools.valgrind.launch,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.launch",1452817926184
stopped,bundle,org.eclipse.linuxtools.profiling.launch,0.7.0.201101251503,"org.eclipse.linuxtools.profiling.launch",1452817926186
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1452817926187
stopped,bundle,org.eclipse.linuxtools.valgrind.ui,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.ui",1452817926187
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1452817926196
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1452817926196
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1452817926197
stopped,bundle,org.eclipse.linuxtools.binutils,4.0.0.201101251503,"org.eclipse.linuxtools.binutils",1452817926197
stopped,bundle,org.eclipse.linuxtools.callgraph,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph",1452817926198
stopped,bundle,org.eclipse.linuxtools.callgraph.core,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph.core",1452817926198
stopped,bundle,org.eclipse.linuxtools.oprofile.ui,0.3.0.201101251503,"org.eclipse.linuxtools.oprofile.ui",1452817926199
stopped,bundle,org.eclipse.linuxtools.profiling.ui,0.7.0.201101251503,"org.eclipse.linuxtools.profiling.ui",1452817926199
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1452817926199
stopped,bundle,org.eclipse.linuxtools.cdt.autotools,2.0.0.201101251503,"org.eclipse.linuxtools.cdt.autotools",1452817926199
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201101251503,"org.eclipse.linuxtools.cdt.autotools.ui",1452817926199
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201101251503,"org.eclipse.linuxtools.cdt.autotools.core",1452817926199
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1452817926199
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1452817926199
