what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067207209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067208082
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1456067210767
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1456067216363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1456067217532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067219741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067219990
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1456067221290
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1456067222036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067222368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067224015
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1456067226698
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1456067233419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1456067234836
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1456067237082
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1456067237949
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1456067238989
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1456067239651
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1456067240702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067241046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067242031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1456067247388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1456067249528
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1456067252582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1456067254498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1456067255424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1456067256278
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1456067257408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067257781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067258945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456067327115
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1456069334475
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1456069352353
