what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578798920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578800489
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1455578801579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578836364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578856890
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1455578858384
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1455578859262
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1455578865917
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1455578866405
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1455578870330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1455578876970
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1455578878004
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1455578880215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578880559
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578881404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578885028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578891002
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1455578973167
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1455578975558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578975905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578977262
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578979670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578986108
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1455578987498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1455578991793
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1455578995288
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578995644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455578996616
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455579009498
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455579011699
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1455579036711
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1455579040345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455579040687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455579041581
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1455579046385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455579046712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455579047501
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1455579053644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455579053973
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1455579054730
