what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.linuxtools.valgrind.ui,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.ui",1455390237027
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1455390237027
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1455390237028
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1455390237028
stopped,bundle,org.eclipse.linuxtools.binutils,4.0.0.201101251503,"org.eclipse.linuxtools.binutils",1455390237029
stopped,bundle,org.eclipse.linuxtools.callgraph,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph",1455390237029
stopped,bundle,org.eclipse.linuxtools.callgraph.core,0.0.1.201101251503,"org.eclipse.linuxtools.callgraph.core",1455390237030
stopped,bundle,org.eclipse.linuxtools.oprofile.ui,0.3.0.201101251503,"org.eclipse.linuxtools.oprofile.ui",1455390237031
stopped,bundle,org.eclipse.linuxtools.profiling.ui,0.7.0.201101251503,"org.eclipse.linuxtools.profiling.ui",1455390237031
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1455390237031
stopped,bundle,org.eclipse.linuxtools.cdt.autotools,2.0.0.201101251503,"org.eclipse.linuxtools.cdt.autotools",1455390237032
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201101251503,"org.eclipse.linuxtools.cdt.autotools.ui",1455390237032
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201101251503,"org.eclipse.linuxtools.cdt.autotools.core",1455390237032
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1455390237032
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1455390237032
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1455390237032
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1455390237032
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1455390237033
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1455390237033
stopped,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201101251503,"org.eclipse.linuxtools.cdt.libhover",1455390237033
stopped,bundle,org.eclipse.linuxtools.rpm.rpmlint,0.4.3.201101251503,"org.eclipse.linuxtools.rpm.rpmlint",1455390237034
stopped,bundle,org.eclipse.linuxtools.rpm.ui.editor,0.4.3.201101251503,"org.eclipse.linuxtools.rpm.ui.editor",1455390237036
stopped,bundle,org.eclipse.linuxtools.changelog.core,2.7.0.201101251503,"org.eclipse.linuxtools.changelog.core",1455390237039
stopped,bundle,org.eclipse.linuxtools.dataviewers.annotatedsourceeditor,4.1.0.201101251503,"org.eclipse.linuxtools.dataviewers.annotatedsourceeditor",1455390237040
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1455390237044
stopped,bundle,org.eclipse.linuxtools.valgrind.core,0.7.0.201101251503,"org.eclipse.linuxtools.valgrind.core",1455390237044
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1455390237044
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1455390237045
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1455390237046
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1455390237056
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1455390237057
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1455390237057
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1455390237057
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1455390237057
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1455390237059
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1455390237060
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1455390237061
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1455390237064
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1455390237074
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1455390237075
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1455390237075
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1455390237076
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1455390237076
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1455390237076
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201102110609,"org.eclipse.cdt.debug.ui.memory.transport",1455390237076
stopped,bundle,org.eclipse.linuxtools.rpm.ui,0.4.3.201101251503,"org.eclipse.linuxtools.rpm.ui",1455390237077
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1455390237077
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1455390237098
stopped,bundle,org.eclipse.linuxtools.dataviewers,4.0.0.201101251503,"org.eclipse.linuxtools.dataviewers",1455390237100
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphingapi.nonui,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.graphingapi.nonui",1455390237102
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.consolelog,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.consolelog",1455390237103
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.editor,0.3.0.201101251503,"org.eclipse.linuxtools.systemtap.ui.editor",1455390237103
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1455390237104
